experiment_id,category,architecture,object,symbols_or_bits,bit_pattern,component,cross_beat_tag,detected,corrected,functional_match,classification
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_upper,3+4,17+17,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_upper,3+4,34+34,real,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_upper,3+4,34+34,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_upper,3+5,0+0,real,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_upper,3+5,0+0,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_upper,3+5,0+34,real,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_upper,3+5,0+34,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_upper,3+5,17+17,real,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_upper,3+5,17+17,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_upper,3+5,34+34,real,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_upper,3+5,34+34,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_upper,4+5,0+0,real,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_upper,4+5,0+0,imag,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_upper,4+5,0+34,real,0,1,0,1,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_upper,4+5,0+34,imag,0,1,0,1,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_upper,4+5,17+17,real,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_upper,4+5,17+17,imag,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_upper,4+5,34+34,real,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_upper,4+5,34+34,imag,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+1,0+0,real,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+1,0+0,imag,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+1,0+34,real,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+1,0+34,imag,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+1,17+17,real,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+1,17+17,imag,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+1,34+34,real,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+1,34+34,imag,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+2,0+0,real,1,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+2,0+0,imag,1,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+2,0+34,real,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+2,0+34,imag,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+2,17+17,real,1,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+2,17+17,imag,1,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+2,34+34,real,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+2,34+34,imag,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+3,0+0,real,1,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+3,0+0,imag,1,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+3,0+34,real,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+3,0+34,imag,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+3,17+17,real,1,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+3,17+17,imag,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+3,34+34,real,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+3,34+34,imag,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+4,0+0,real,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+4,0+0,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+4,0+34,real,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+4,0+34,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+4,17+17,real,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+4,17+17,imag,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+4,34+34,real,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+4,34+34,imag,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+5,0+0,real,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+5,0+0,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+5,0+34,real,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+5,0+34,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+5,17+17,real,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+5,17+17,imag,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+5,34+34,real,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,0+5,34+34,imag,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+2,0+0,real,1,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+2,0+0,imag,1,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+2,0+34,real,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+2,0+34,imag,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+2,17+17,real,1,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+2,17+17,imag,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+2,34+34,real,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+2,34+34,imag,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+3,0+0,real,1,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+3,0+0,imag,1,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+3,0+34,real,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+3,0+34,imag,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+3,17+17,real,1,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+3,17+17,imag,1,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+3,34+34,real,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+3,34+34,imag,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+4,0+0,real,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+4,0+0,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+4,0+34,real,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+4,0+34,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+4,17+17,real,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+4,17+17,imag,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+4,34+34,real,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+4,34+34,imag,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+5,0+0,real,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+5,0+0,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+5,0+34,real,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+5,0+34,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+5,17+17,real,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+5,17+17,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+5,34+34,real,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,1+5,34+34,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,2+3,0+0,real,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,2+3,0+0,imag,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,2+3,0+34,real,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,2+3,0+34,imag,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,2+3,17+17,real,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,2+3,17+17,imag,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,2+3,34+34,real,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,2+3,34+34,imag,1,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,2+4,0+0,real,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,2+4,0+0,imag,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,2+4,0+34,real,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,2+4,0+34,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,2+4,17+17,real,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,2+4,17+17,imag,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,2+4,34+34,real,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,2+4,34+34,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,2+5,0+0,real,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,2+5,0+0,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,2+5,0+34,real,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,2+5,0+34,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,2+5,17+17,real,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,2+5,17+17,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,2+5,34+34,real,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,2+5,34+34,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,3+4,0+0,real,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,3+4,0+0,imag,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,3+4,0+34,real,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,3+4,0+34,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,3+4,17+17,real,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,3+4,17+17,imag,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,3+4,34+34,real,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,3+4,34+34,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,3+5,0+0,real,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,3+5,0+0,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,3+5,0+34,real,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,3+5,0+34,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,3+5,17+17,real,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,3+5,17+17,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,3+5,34+34,real,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,3+5,34+34,imag,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,4+5,0+0,real,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,4+5,0+0,imag,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,4+5,0+34,real,0,1,0,1,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,4+5,0+34,imag,0,1,0,1,detected_uncorrectable
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,4+5,17+17,real,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,4+5,17+17,imag,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,4+5,34+34,real,0,1,1,0,miscorrected
SUPP-NEG-V1-001,ecc_double_symbol,P1,stage10_pair0_lower,4+5,34+34,imag,0,1,1,0,miscorrected
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+1,codeword_bits,,0,1,0,1,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+2,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+3,codeword_bits,,0,1,0,1,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+4,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+5,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+6,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+7,codeword_bits,,0,1,0,1,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+8,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+9,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+10,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+11,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+12,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+13,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+14,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+15,codeword_bits,,0,1,0,1,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+16,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+17,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+18,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+19,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+20,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+21,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+22,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+23,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+24,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+25,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+26,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+27,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+28,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+29,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+30,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+31,codeword_bits,,0,1,0,1,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+32,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+33,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+34,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+35,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+36,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+37,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+38,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+39,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+40,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+41,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+42,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+43,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+44,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+45,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+46,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+47,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+48,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+49,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+50,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+51,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+52,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+53,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+54,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+55,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+56,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+57,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+58,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+59,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+60,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+61,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+62,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+63,codeword_bits,,0,1,0,1,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+64,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+65,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+66,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+67,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+68,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+69,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+70,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+71,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+72,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+73,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+74,codeword_bits,,0,1,0,0,detected_uncorrectable
SUPP-NEG-V1-001,secded_double_bit,S3,stage1_word_pos0,0+75,codeword_bits,,0,1,0,0,detected_uncorrectable
