beat,stage,boundary,res0r,res0i,res1r,res1i
204,5,upper,x,x,x,x
204,5,lower,x,x,x,x
204,6,upper,x,x,x,x
204,6,lower,x,x,x,x
204,7,upper,x,x,x,x
204,7,lower,x,x,x,x
204,8,upper,x,x,x,x
204,8,lower,x,x,x,x
205,1,upper,0,0,0,0
205,1,lower,0,0,0,0
205,2,upper,0,0,0,0
205,2,lower,0,0,0,0
205,3,upper,x,x,x,x
205,3,lower,x,x,x,x
205,4,upper,x,x,x,x
205,4,lower,x,x,x,x
205,5,upper,x,x,x,x
205,5,lower,x,x,x,x
205,6,upper,x,x,x,x
205,6,lower,x,x,x,x
205,7,upper,x,x,x,x
205,7,lower,x,x,x,x
205,8,upper,x,x,x,x
205,8,lower,x,x,x,x
206,1,upper,0,0,0,0
206,1,lower,0,0,0,0
206,2,upper,0,0,0,0
206,2,lower,0,0,0,0
206,3,upper,x,x,x,x
206,3,lower,x,x,x,x
206,4,upper,x,x,x,x
206,4,lower,x,x,x,x
206,5,upper,x,x,x,x
206,5,lower,x,x,x,x
206,6,upper,x,x,x,x
206,6,lower,x,x,x,x
206,7,upper,x,x,x,x
206,7,lower,x,x,x,x
206,8,upper,x,x,x,x
206,8,lower,x,x,x,x
207,1,upper,0,0,0,0
207,1,lower,0,0,0,0
207,2,upper,0,0,0,0
207,2,lower,0,0,0,0
207,3,upper,x,x,x,x
207,3,lower,x,x,x,x
207,4,upper,x,x,x,x
207,4,lower,x,x,x,x
207,5,upper,x,x,x,x
207,5,lower,x,x,x,x
207,6,upper,x,x,x,x
207,6,lower,x,x,x,x
207,7,upper,x,x,x,x
207,7,lower,x,x,x,x
207,8,upper,x,x,x,x
207,8,lower,x,x,x,x
208,1,upper,0,0,0,0
208,1,lower,0,0,0,0
208,2,upper,0,0,0,0
208,2,lower,0,0,0,0
208,3,upper,x,x,x,x
208,3,lower,x,x,x,x
208,4,upper,x,x,x,x
208,4,lower,x,x,x,x
208,5,upper,x,x,x,x
208,5,lower,x,x,x,x
208,6,upper,x,x,x,x
208,6,lower,x,x,x,x
208,7,upper,x,x,x,x
208,7,lower,x,x,x,x
208,8,upper,x,x,x,x
208,8,lower,x,x,x,x
209,1,upper,0,0,0,0
209,1,lower,0,0,0,0
209,2,upper,0,0,0,0
209,2,lower,0,0,0,0
209,3,upper,x,x,x,x
209,3,lower,x,x,x,x
209,4,upper,x,x,x,x
209,4,lower,x,x,x,x
209,5,upper,x,x,x,x
209,5,lower,x,x,x,x
209,6,upper,x,x,x,x
209,6,lower,x,x,x,x
209,7,upper,x,x,x,x
209,7,lower,x,x,x,x
209,8,upper,x,x,x,x
209,8,lower,x,x,x,x
210,1,upper,0,0,0,0
210,1,lower,0,0,0,0
210,2,upper,0,0,0,0
210,2,lower,0,0,0,0
210,3,upper,x,x,x,x
210,3,lower,x,x,x,x
210,4,upper,x,x,x,x
210,4,lower,x,x,x,x
210,5,upper,x,x,x,x
210,5,lower,x,x,x,x
210,6,upper,x,x,x,x
210,6,lower,x,x,x,x
210,7,upper,x,x,x,x
210,7,lower,x,x,x,x
210,8,upper,x,x,x,x
210,8,lower,x,x,x,x
211,1,upper,0,0,0,0
211,1,lower,0,0,0,0
211,2,upper,0,0,0,0
211,2,lower,0,0,0,0
211,3,upper,x,x,x,x
211,3,lower,x,x,x,x
211,4,upper,x,x,x,x
211,4,lower,x,x,x,x
211,5,upper,x,x,x,x
211,5,lower,x,x,x,x
211,6,upper,x,x,x,x
211,6,lower,x,x,x,x
211,7,upper,x,x,x,x
211,7,lower,x,x,x,x
211,8,upper,x,x,x,x
211,8,lower,x,x,x,x
212,1,upper,0,0,0,0
212,1,lower,0,0,0,0
212,2,upper,0,0,0,0
212,2,lower,0,0,0,0
212,3,upper,x,x,x,x
212,3,lower,x,x,x,x
212,4,upper,x,x,x,x
212,4,lower,x,x,x,x
212,5,upper,x,x,x,x
212,5,lower,x,x,x,x
212,6,upper,x,x,x,x
212,6,lower,x,x,x,x
212,7,upper,x,x,x,x
212,7,lower,x,x,x,x
212,8,upper,x,x,x,x
212,8,lower,x,x,x,x
213,1,upper,0,0,0,0
213,1,lower,0,0,0,0
213,2,upper,0,0,0,0
213,2,lower,0,0,0,0
213,3,upper,x,x,x,x
213,3,lower,x,x,x,x
213,4,upper,x,x,x,x
213,4,lower,x,x,x,x
213,5,upper,x,x,x,x
213,5,lower,x,x,x,x
213,6,upper,x,x,x,x
213,6,lower,x,x,x,x
213,7,upper,x,x,x,x
213,7,lower,x,x,x,x
213,8,upper,x,x,x,x
213,8,lower,x,x,x,x
214,1,upper,0,0,0,0
214,1,lower,0,0,0,0
214,2,upper,0,0,0,0
214,2,lower,0,0,0,0
214,3,upper,x,x,x,x
214,3,lower,x,x,x,x
214,4,upper,x,x,x,x
214,4,lower,x,x,x,x
214,5,upper,x,x,x,x
214,5,lower,x,x,x,x
214,6,upper,x,x,x,x
214,6,lower,x,x,x,x
214,7,upper,x,x,x,x
214,7,lower,x,x,x,x
214,8,upper,x,x,x,x
214,8,lower,x,x,x,x
215,1,upper,0,0,0,0
215,1,lower,0,0,0,0
215,2,upper,0,0,0,0
215,2,lower,0,0,0,0
215,3,upper,x,x,x,x
215,3,lower,x,x,x,x
215,4,upper,x,x,x,x
215,4,lower,x,x,x,x
215,5,upper,x,x,x,x
215,5,lower,x,x,x,x
215,6,upper,x,x,x,x
215,6,lower,x,x,x,x
215,7,upper,x,x,x,x
215,7,lower,x,x,x,x
215,8,upper,x,x,x,x
215,8,lower,x,x,x,x
216,1,upper,0,0,0,0
216,1,lower,0,0,0,0
216,2,upper,0,0,0,0
216,2,lower,0,0,0,0
216,3,upper,x,x,x,x
216,3,lower,x,x,x,x
216,4,upper,x,x,x,x
216,4,lower,x,x,x,x
216,5,upper,x,x,x,x
216,5,lower,x,x,x,x
216,6,upper,x,x,x,x
216,6,lower,x,x,x,x
216,7,upper,x,x,x,x
216,7,lower,x,x,x,x
216,8,upper,x,x,x,x
216,8,lower,x,x,x,x
217,1,upper,0,0,0,0
217,1,lower,0,0,0,0
217,2,upper,0,0,0,0
217,2,lower,0,0,0,0
217,3,upper,x,x,x,x
217,3,lower,x,x,x,x
217,4,upper,x,x,x,x
217,4,lower,x,x,x,x
217,5,upper,x,x,x,x
217,5,lower,x,x,x,x
217,6,upper,x,x,x,x
217,6,lower,x,x,x,x
217,7,upper,x,x,x,x
217,7,lower,x,x,x,x
217,8,upper,x,x,x,x
217,8,lower,x,x,x,x
218,1,upper,0,0,0,0
218,1,lower,0,0,0,0
218,2,upper,0,0,0,0
218,2,lower,0,0,0,0
218,3,upper,x,x,x,x
218,3,lower,x,x,x,x
218,4,upper,x,x,x,x
218,4,lower,x,x,x,x
218,5,upper,x,x,x,x
218,5,lower,x,x,x,x
218,6,upper,x,x,x,x
218,6,lower,x,x,x,x
218,7,upper,x,x,x,x
218,7,lower,x,x,x,x
218,8,upper,x,x,x,x
218,8,lower,x,x,x,x
219,1,upper,0,0,0,0
219,1,lower,0,0,0,0
219,2,upper,0,0,0,0
219,2,lower,0,0,0,0
219,3,upper,x,x,x,x
219,3,lower,x,x,x,x
219,4,upper,x,x,x,x
219,4,lower,x,x,x,x
219,5,upper,x,x,x,x
219,5,lower,x,x,x,x
219,6,upper,x,x,x,x
219,6,lower,x,x,x,x
219,7,upper,x,x,x,x
219,7,lower,x,x,x,x
219,8,upper,x,x,x,x
219,8,lower,x,x,x,x
220,1,upper,0,0,0,0
220,1,lower,0,0,0,0
220,2,upper,0,0,0,0
220,2,lower,0,0,0,0
220,3,upper,x,x,x,x
220,3,lower,x,x,x,x
220,4,upper,x,x,x,x
220,4,lower,x,x,x,x
220,5,upper,x,x,x,x
220,5,lower,x,x,x,x
220,6,upper,x,x,x,x
220,6,lower,x,x,x,x
220,7,upper,x,x,x,x
220,7,lower,x,x,x,x
220,8,upper,x,x,x,x
220,8,lower,x,x,x,x
221,1,upper,0,0,0,0
221,1,lower,0,0,0,0
221,2,upper,0,0,0,0
221,2,lower,0,0,0,0
221,3,upper,x,x,x,x
221,3,lower,x,x,x,x
221,4,upper,x,x,x,x
221,4,lower,x,x,x,x
221,5,upper,x,x,x,x
221,5,lower,x,x,x,x
221,6,upper,x,x,x,x
221,6,lower,x,x,x,x
221,7,upper,x,x,x,x
221,7,lower,x,x,x,x
221,8,upper,x,x,x,x
221,8,lower,x,x,x,x
222,1,upper,0,0,0,0
222,1,lower,0,0,0,0
222,2,upper,0,0,0,0
222,2,lower,0,0,0,0
222,3,upper,x,x,x,x
222,3,lower,x,x,x,x
222,4,upper,x,x,x,x
222,4,lower,x,x,x,x
222,5,upper,x,x,x,x
222,5,lower,x,x,x,x
222,6,upper,x,x,x,x
222,6,lower,x,x,x,x
222,7,upper,x,x,x,x
222,7,lower,x,x,x,x
222,8,upper,x,x,x,x
222,8,lower,x,x,x,x
223,1,upper,0,0,0,0
223,1,lower,0,0,0,0
223,2,upper,0,0,0,0
223,2,lower,0,0,0,0
223,3,upper,x,x,x,x
223,3,lower,x,x,x,x
223,4,upper,x,x,x,x
223,4,lower,x,x,x,x
223,5,upper,x,x,x,x
223,5,lower,x,x,x,x
223,6,upper,x,x,x,x
223,6,lower,x,x,x,x
223,7,upper,x,x,x,x
223,7,lower,x,x,x,x
223,8,upper,x,x,x,x
223,8,lower,x,x,x,x
224,1,upper,0,0,0,0
224,1,lower,0,0,0,0
224,2,upper,0,0,0,0
224,2,lower,0,0,0,0
224,3,upper,x,x,x,x
224,3,lower,x,x,x,x
224,4,upper,x,x,x,x
224,4,lower,x,x,x,x
224,5,upper,x,x,x,x
224,5,lower,x,x,x,x
224,6,upper,x,x,x,x
224,6,lower,x,x,x,x
224,7,upper,x,x,x,x
224,7,lower,x,x,x,x
224,8,upper,x,x,x,x
224,8,lower,x,x,x,x
225,1,upper,0,0,0,0
225,1,lower,0,0,0,0
225,2,upper,0,0,0,0
225,2,lower,0,0,0,0
225,3,upper,x,x,x,x
225,3,lower,x,x,x,x
225,4,upper,x,x,x,x
225,4,lower,x,x,x,x
225,5,upper,x,x,x,x
225,5,lower,x,x,x,x
225,6,upper,x,x,x,x
225,6,lower,x,x,x,x
225,7,upper,x,x,x,x
225,7,lower,x,x,x,x
225,8,upper,x,x,x,x
225,8,lower,x,x,x,x
226,1,upper,0,0,0,0
226,1,lower,0,0,0,0
226,2,upper,0,0,0,0
226,2,lower,0,0,0,0
226,3,upper,0,0,0,0
226,3,lower,0,0,0,0
226,4,upper,x,x,x,x
226,4,lower,x,x,x,x
226,5,upper,x,x,x,x
226,5,lower,x,x,x,x
226,6,upper,x,x,x,x
226,6,lower,x,x,x,x
226,7,upper,x,x,x,x
226,7,lower,x,x,x,x
226,8,upper,x,x,x,x
226,8,lower,x,x,x,x
227,1,upper,0,0,0,0
227,1,lower,0,0,0,0
227,2,upper,0,0,0,0
227,2,lower,0,0,0,0
227,3,upper,0,0,0,0
227,3,lower,0,0,0,0
227,4,upper,x,x,x,x
227,4,lower,x,x,x,x
227,5,upper,x,x,x,x
227,5,lower,x,x,x,x
227,6,upper,x,x,x,x
227,6,lower,x,x,x,x
227,7,upper,x,x,x,x
227,7,lower,x,x,x,x
227,8,upper,x,x,x,x
227,8,lower,x,x,x,x
228,1,upper,0,0,0,0
228,1,lower,0,0,0,0
228,2,upper,0,0,0,0
228,2,lower,0,0,0,0
228,3,upper,0,0,0,0
228,3,lower,0,0,0,0
228,4,upper,x,x,x,x
228,4,lower,x,x,x,x
228,5,upper,x,x,x,x
228,5,lower,x,x,x,x
228,6,upper,x,x,x,x
228,6,lower,x,x,x,x
228,7,upper,x,x,x,x
228,7,lower,x,x,x,x
228,8,upper,x,x,x,x
228,8,lower,x,x,x,x
229,1,upper,0,0,0,0
229,1,lower,0,0,0,0
229,2,upper,0,0,0,0
229,2,lower,0,0,0,0
229,3,upper,0,0,0,0
229,3,lower,0,0,0,0
229,4,upper,x,x,x,x
229,4,lower,x,x,x,x
229,5,upper,x,x,x,x
229,5,lower,x,x,x,x
229,6,upper,x,x,x,x
229,6,lower,x,x,x,x
229,7,upper,x,x,x,x
229,7,lower,x,x,x,x
229,8,upper,x,x,x,x
229,8,lower,x,x,x,x
230,1,upper,0,0,0,0
230,1,lower,0,0,0,0
230,2,upper,0,0,0,0
230,2,lower,0,0,0,0
230,3,upper,0,0,0,0
230,3,lower,0,0,0,0
230,4,upper,x,x,x,x
230,4,lower,x,x,x,x
230,5,upper,x,x,x,x
230,5,lower,x,x,x,x
230,6,upper,x,x,x,x
230,6,lower,x,x,x,x
230,7,upper,x,x,x,x
230,7,lower,x,x,x,x
230,8,upper,x,x,x,x
230,8,lower,x,x,x,x
231,1,upper,0,0,0,0
231,1,lower,0,0,0,0
231,2,upper,0,0,0,0
231,2,lower,0,0,0,0
231,3,upper,0,0,0,0
231,3,lower,0,0,0,0
231,4,upper,x,x,x,x
231,4,lower,x,x,x,x
231,5,upper,x,x,x,x
231,5,lower,x,x,x,x
231,6,upper,x,x,x,x
231,6,lower,x,x,x,x
231,7,upper,x,x,x,x
231,7,lower,x,x,x,x
231,8,upper,x,x,x,x
231,8,lower,x,x,x,x
232,1,upper,0,0,0,0
232,1,lower,0,0,0,0
232,2,upper,0,0,0,0
232,2,lower,0,0,0,0
232,3,upper,0,0,0,0
232,3,lower,0,0,0,0
232,4,upper,x,x,x,x
232,4,lower,x,x,x,x
232,5,upper,x,x,x,x
232,5,lower,x,x,x,x
232,6,upper,x,x,x,x
232,6,lower,x,x,x,x
232,7,upper,x,x,x,x
232,7,lower,x,x,x,x
232,8,upper,x,x,x,x
232,8,lower,x,x,x,x
233,1,upper,0,0,0,0
233,1,lower,0,0,0,0
233,2,upper,0,0,0,0
233,2,lower,0,0,0,0
233,3,upper,0,0,0,0
233,3,lower,0,0,0,0
233,4,upper,x,x,x,x
233,4,lower,x,x,x,x
233,5,upper,x,x,x,x
233,5,lower,x,x,x,x
233,6,upper,x,x,x,x
233,6,lower,x,x,x,x
233,7,upper,x,x,x,x
233,7,lower,x,x,x,x
233,8,upper,x,x,x,x
233,8,lower,x,x,x,x
234,1,upper,0,0,0,0
234,1,lower,0,0,0,0
234,2,upper,0,0,0,0
234,2,lower,0,0,0,0
234,3,upper,0,0,0,0
234,3,lower,0,0,0,0
234,4,upper,x,x,x,x
234,4,lower,x,x,x,x
234,5,upper,x,x,x,x
234,5,lower,x,x,x,x
234,6,upper,x,x,x,x
234,6,lower,x,x,x,x
234,7,upper,x,x,x,x
234,7,lower,x,x,x,x
234,8,upper,x,x,x,x
234,8,lower,x,x,x,x
235,1,upper,0,0,0,0
235,1,lower,0,0,0,0
235,2,upper,0,0,0,0
235,2,lower,0,0,0,0
235,3,upper,0,0,0,0
235,3,lower,0,0,0,0
235,4,upper,x,x,x,x
235,4,lower,x,x,x,x
235,5,upper,x,x,x,x
235,5,lower,x,x,x,x
235,6,upper,x,x,x,x
235,6,lower,x,x,x,x
235,7,upper,x,x,x,x
235,7,lower,x,x,x,x
235,8,upper,x,x,x,x
235,8,lower,x,x,x,x
236,1,upper,0,0,0,0
236,1,lower,0,0,0,0
236,2,upper,0,0,0,0
236,2,lower,0,0,0,0
236,3,upper,0,0,0,0
236,3,lower,0,0,0,0
236,4,upper,x,x,x,x
236,4,lower,x,x,x,x
236,5,upper,x,x,x,x
236,5,lower,x,x,x,x
236,6,upper,x,x,x,x
236,6,lower,x,x,x,x
236,7,upper,x,x,x,x
236,7,lower,x,x,x,x
236,8,upper,x,x,x,x
236,8,lower,x,x,x,x
237,1,upper,0,0,0,0
237,1,lower,0,0,0,0
237,2,upper,0,0,0,0
237,2,lower,0,0,0,0
237,3,upper,0,0,0,0
237,3,lower,0,0,0,0
237,4,upper,x,x,x,x
237,4,lower,x,x,x,x
237,5,upper,x,x,x,x
237,5,lower,x,x,x,x
237,6,upper,x,x,x,x
237,6,lower,x,x,x,x
237,7,upper,x,x,x,x
237,7,lower,x,x,x,x
237,8,upper,x,x,x,x
237,8,lower,x,x,x,x
238,1,upper,0,0,0,0
238,1,lower,0,0,0,0
238,2,upper,0,0,0,0
238,2,lower,0,0,0,0
238,3,upper,0,0,0,0
238,3,lower,0,0,0,0
238,4,upper,x,x,x,x
238,4,lower,x,x,x,x
238,5,upper,x,x,x,x
238,5,lower,x,x,x,x
238,6,upper,x,x,x,x
238,6,lower,x,x,x,x
238,7,upper,x,x,x,x
238,7,lower,x,x,x,x
238,8,upper,x,x,x,x
238,8,lower,x,x,x,x
239,1,upper,0,0,0,0
239,1,lower,0,0,0,0
239,2,upper,0,0,0,0
239,2,lower,0,0,0,0
239,3,upper,0,0,0,0
239,3,lower,0,0,0,0
239,4,upper,x,x,x,x
239,4,lower,x,x,x,x
239,5,upper,x,x,x,x
239,5,lower,x,x,x,x
239,6,upper,x,x,x,x
239,6,lower,x,x,x,x
239,7,upper,x,x,x,x
239,7,lower,x,x,x,x
239,8,upper,x,x,x,x
239,8,lower,x,x,x,x
240,1,upper,0,0,0,0
240,1,lower,0,0,0,0
240,2,upper,0,0,0,0
240,2,lower,0,0,0,0
240,3,upper,0,0,0,0
240,3,lower,0,0,0,0
240,4,upper,x,x,x,x
240,4,lower,x,x,x,x
240,5,upper,x,x,x,x
240,5,lower,x,x,x,x
240,6,upper,x,x,x,x
240,6,lower,x,x,x,x
240,7,upper,x,x,x,x
240,7,lower,x,x,x,x
240,8,upper,x,x,x,x
240,8,lower,x,x,x,x
241,1,upper,0,0,0,0
241,1,lower,0,0,0,0
241,2,upper,0,0,0,0
241,2,lower,0,0,0,0
241,3,upper,0,0,0,0
241,3,lower,0,0,0,0
241,4,upper,x,x,x,x
241,4,lower,x,x,x,x
241,5,upper,x,x,x,x
241,5,lower,x,x,x,x
241,6,upper,x,x,x,x
241,6,lower,x,x,x,x
241,7,upper,x,x,x,x
241,7,lower,x,x,x,x
241,8,upper,x,x,x,x
241,8,lower,x,x,x,x
242,1,upper,0,0,0,0
242,1,lower,0,0,0,0
242,2,upper,0,0,0,0
242,2,lower,0,0,0,0
242,3,upper,0,0,0,0
242,3,lower,0,0,0,0
242,4,upper,x,x,x,x
242,4,lower,x,x,x,x
242,5,upper,x,x,x,x
242,5,lower,x,x,x,x
242,6,upper,x,x,x,x
242,6,lower,x,x,x,x
242,7,upper,x,x,x,x
242,7,lower,x,x,x,x
242,8,upper,x,x,x,x
242,8,lower,x,x,x,x
243,1,upper,0,0,0,0
243,1,lower,0,0,0,0
243,2,upper,0,0,0,0
243,2,lower,0,0,0,0
243,3,upper,0,0,0,0
243,3,lower,0,0,0,0
243,4,upper,0,0,0,0
243,4,lower,0,0,0,0
243,5,upper,x,x,x,x
243,5,lower,x,x,x,x
243,6,upper,x,x,x,x
243,6,lower,x,x,x,x
243,7,upper,x,x,x,x
243,7,lower,x,x,x,x
243,8,upper,x,x,x,x
243,8,lower,x,x,x,x
244,1,upper,0,0,0,0
244,1,lower,0,0,0,0
244,2,upper,0,0,0,0
244,2,lower,0,0,0,0
244,3,upper,0,0,0,0
244,3,lower,0,0,0,0
244,4,upper,0,0,0,0
244,4,lower,0,0,0,0
244,5,upper,x,x,x,x
244,5,lower,x,x,x,x
244,6,upper,x,x,x,x
244,6,lower,x,x,x,x
244,7,upper,x,x,x,x
244,7,lower,x,x,x,x
244,8,upper,x,x,x,x
244,8,lower,x,x,x,x
245,1,upper,0,0,0,0
245,1,lower,0,0,0,0
245,2,upper,0,0,0,0
245,2,lower,0,0,0,0
245,3,upper,0,0,0,0
245,3,lower,0,0,0,0
245,4,upper,0,0,0,0
245,4,lower,0,0,0,0
245,5,upper,x,x,x,x
245,5,lower,x,x,x,x
245,6,upper,x,x,x,x
245,6,lower,x,x,x,x
245,7,upper,x,x,x,x
245,7,lower,x,x,x,x
245,8,upper,x,x,x,x
245,8,lower,x,x,x,x
246,1,upper,0,0,0,0
246,1,lower,0,0,0,0
246,2,upper,0,0,0,0
246,2,lower,0,0,0,0
246,3,upper,0,0,0,0
246,3,lower,0,0,0,0
246,4,upper,0,0,0,0
246,4,lower,0,0,0,0
246,5,upper,x,x,x,x
246,5,lower,x,x,x,x
246,6,upper,x,x,x,x
246,6,lower,x,x,x,x
246,7,upper,x,x,x,x
246,7,lower,x,x,x,x
246,8,upper,x,x,x,x
246,8,lower,x,x,x,x
247,1,upper,0,0,0,0
247,1,lower,0,0,0,0
247,2,upper,0,0,0,0
247,2,lower,0,0,0,0
247,3,upper,0,0,0,0
247,3,lower,0,0,0,0
247,4,upper,0,0,0,0
247,4,lower,0,0,0,0
247,5,upper,x,x,x,x
247,5,lower,x,x,x,x
247,6,upper,x,x,x,x
247,6,lower,x,x,x,x
247,7,upper,x,x,x,x
247,7,lower,x,x,x,x
247,8,upper,x,x,x,x
247,8,lower,x,x,x,x
248,1,upper,0,0,0,0
248,1,lower,0,0,0,0
248,2,upper,0,0,0,0
248,2,lower,0,0,0,0
248,3,upper,0,0,0,0
248,3,lower,0,0,0,0
248,4,upper,0,0,0,0
248,4,lower,0,0,0,0
248,5,upper,x,x,x,x
248,5,lower,x,x,x,x
248,6,upper,x,x,x,x
248,6,lower,x,x,x,x
248,7,upper,x,x,x,x
248,7,lower,x,x,x,x
248,8,upper,x,x,x,x
248,8,lower,x,x,x,x
249,1,upper,0,0,0,0
249,1,lower,0,0,0,0
249,2,upper,0,0,0,0
249,2,lower,0,0,0,0
249,3,upper,0,0,0,0
249,3,lower,0,0,0,0
249,4,upper,0,0,0,0
249,4,lower,0,0,0,0
249,5,upper,x,x,x,x
249,5,lower,x,x,x,x
249,6,upper,x,x,x,x
249,6,lower,x,x,x,x
249,7,upper,x,x,x,x
249,7,lower,x,x,x,x
249,8,upper,x,x,x,x
249,8,lower,x,x,x,x
250,1,upper,0,0,0,0
250,1,lower,0,0,0,0
250,2,upper,0,0,0,0
250,2,lower,0,0,0,0
250,3,upper,0,0,0,0
250,3,lower,0,0,0,0
250,4,upper,0,0,0,0
250,4,lower,0,0,0,0
250,5,upper,x,x,x,x
250,5,lower,x,x,x,x
250,6,upper,x,x,x,x
250,6,lower,x,x,x,x
250,7,upper,x,x,x,x
250,7,lower,x,x,x,x
250,8,upper,x,x,x,x
250,8,lower,x,x,x,x
251,1,upper,0,0,0,0
251,1,lower,0,0,0,0
251,2,upper,0,0,0,0
251,2,lower,0,0,0,0
251,3,upper,0,0,0,0
251,3,lower,0,0,0,0
251,4,upper,0,0,0,0
251,4,lower,0,0,0,0
251,5,upper,x,x,x,x
251,5,lower,x,x,x,x
251,6,upper,x,x,x,x
251,6,lower,x,x,x,x
251,7,upper,x,x,x,x
251,7,lower,x,x,x,x
251,8,upper,x,x,x,x
251,8,lower,x,x,x,x
252,1,upper,0,0,0,0
252,1,lower,0,0,0,0
252,2,upper,0,0,0,0
252,2,lower,0,0,0,0
252,3,upper,0,0,0,0
252,3,lower,0,0,0,0
252,4,upper,0,0,0,0
252,4,lower,0,0,0,0
252,5,upper,0,0,0,0
252,5,lower,0,0,0,0
252,6,upper,x,x,x,x
252,6,lower,x,x,x,x
252,7,upper,x,x,x,x
252,7,lower,x,x,x,x
252,8,upper,x,x,x,x
252,8,lower,x,x,x,x
253,1,upper,0,0,0,0
253,1,lower,0,0,0,0
253,2,upper,0,0,0,0
253,2,lower,0,0,0,0
253,3,upper,0,0,0,0
253,3,lower,0,0,0,0
253,4,upper,0,0,0,0
253,4,lower,0,0,0,0
253,5,upper,0,0,0,0
253,5,lower,0,0,0,0
253,6,upper,x,x,x,x
253,6,lower,x,x,x,x
253,7,upper,x,x,x,x
253,7,lower,x,x,x,x
253,8,upper,x,x,x,x
253,8,lower,x,x,x,x
254,1,upper,0,0,0,0
254,1,lower,0,0,0,0
254,2,upper,0,0,0,0
254,2,lower,0,0,0,0
254,3,upper,0,0,0,0
254,3,lower,0,0,0,0
254,4,upper,0,0,0,0
254,4,lower,0,0,0,0
254,5,upper,0,0,0,0
254,5,lower,0,0,0,0
254,6,upper,x,x,x,x
254,6,lower,x,x,x,x
254,7,upper,x,x,x,x
254,7,lower,x,x,x,x
254,8,upper,x,x,x,x
254,8,lower,x,x,x,x
255,1,upper,0,0,0,0
255,1,lower,0,0,0,0
255,2,upper,0,0,0,0
255,2,lower,0,0,0,0
255,3,upper,0,0,0,0
255,3,lower,0,0,0,0
255,4,upper,0,0,0,0
255,4,lower,0,0,0,0
255,5,upper,0,0,0,0
255,5,lower,0,0,0,0
255,6,upper,x,x,x,x
255,6,lower,x,x,x,x
255,7,upper,x,x,x,x
255,7,lower,x,x,x,x
255,8,upper,x,x,x,x
255,8,lower,x,x,x,x
256,1,upper,0,0,0,0
256,1,lower,0,0,0,0
256,2,upper,0,0,0,0
256,2,lower,0,0,0,0
256,3,upper,0,0,0,0
256,3,lower,0,0,0,0
256,4,upper,0,0,0,0
256,4,lower,0,0,0,0
256,5,upper,0,0,0,0
256,5,lower,0,0,0,0
256,6,upper,x,x,x,x
256,6,lower,x,x,x,x
256,7,upper,x,x,x,x
256,7,lower,x,x,x,x
256,8,upper,x,x,x,x
256,8,lower,x,x,x,x
257,1,upper,0,0,0,0
257,1,lower,0,0,0,0
257,2,upper,0,0,0,0
257,2,lower,0,0,0,0
257,3,upper,0,0,0,0
257,3,lower,0,0,0,0
257,4,upper,0,0,0,0
257,4,lower,0,0,0,0
257,5,upper,0,0,0,0
257,5,lower,0,0,0,0
257,6,upper,0,0,0,0
257,6,lower,0,0,0,0
257,7,upper,x,x,x,x
257,7,lower,x,x,x,x
257,8,upper,x,x,x,x
257,8,lower,x,x,x,x
258,1,upper,0,0,0,0
258,1,lower,0,0,0,0
258,2,upper,0,0,0,0
258,2,lower,0,0,0,0
258,3,upper,0,0,0,0
258,3,lower,0,0,0,0
258,4,upper,0,0,0,0
258,4,lower,0,0,0,0
258,5,upper,0,0,0,0
258,5,lower,0,0,0,0
258,6,upper,0,0,0,0
258,6,lower,0,0,0,0
258,7,upper,x,x,x,x
258,7,lower,x,x,x,x
258,8,upper,x,x,x,x
258,8,lower,x,x,x,x
259,1,upper,0,0,0,0
259,1,lower,0,0,0,0
259,2,upper,0,0,0,0
259,2,lower,0,0,0,0
259,3,upper,0,0,0,0
259,3,lower,0,0,0,0
259,4,upper,0,0,0,0
259,4,lower,0,0,0,0
259,5,upper,0,0,0,0
259,5,lower,0,0,0,0
259,6,upper,0,0,0,0
259,6,lower,0,0,0,0
259,7,upper,x,x,x,x
259,7,lower,x,x,x,x
259,8,upper,x,x,x,x
259,8,lower,x,x,x,x
260,1,upper,0,0,0,0
260,1,lower,0,0,0,0
260,2,upper,0,0,0,0
260,2,lower,0,0,0,0
260,3,upper,0,0,0,0
260,3,lower,0,0,0,0
260,4,upper,0,0,0,0
260,4,lower,0,0,0,0
260,5,upper,0,0,0,0
260,5,lower,0,0,0,0
260,6,upper,0,0,0,0
260,6,lower,0,0,0,0
260,7,upper,0,0,0,0
260,7,lower,0,0,0,0
260,8,upper,x,x,x,x
260,8,lower,x,x,x,x
261,1,upper,0,0,0,0
261,1,lower,0,0,0,0
261,2,upper,0,0,0,0
261,2,lower,0,0,0,0
261,3,upper,0,0,0,0
261,3,lower,0,0,0,0
261,4,upper,0,0,0,0
261,4,lower,0,0,0,0
261,5,upper,0,0,0,0
261,5,lower,0,0,0,0
261,6,upper,0,0,0,0
261,6,lower,0,0,0,0
261,7,upper,0,0,0,0
261,7,lower,0,0,0,0
261,8,upper,x,x,x,x
261,8,lower,x,x,x,x
262,1,upper,0,0,0,0
262,1,lower,0,0,0,0
262,2,upper,0,0,0,0
262,2,lower,0,0,0,0
262,3,upper,0,0,0,0
262,3,lower,0,0,0,0
262,4,upper,0,0,0,0
262,4,lower,0,0,0,0
262,5,upper,0,0,0,0
262,5,lower,0,0,0,0
262,6,upper,0,0,0,0
