unit_id,hier_cell,ref_name,loc,bel,site,tile,grid_x,grid_y,stage_id,module_role,data_role,ecc_codeword_rule,ecc_symbol_rule,is_used,is_shared
51553,u/s4/ii_s20_i_163,LUT3,SLICE_X120Y177,SLICEM.C6LUT,SLICE_X120Y177,CLBLM_L_X82Y177,333,354,,,,,,1,0
51554,u/s4/ii_s20_i_163__0,LUT3,SLICE_X100Y180,SLICEM.C6LUT,SLICE_X100Y180,CLBLM_R_X67Y180,273,360,,,,,,1,0
51555,u/s4/ii_s20_i_164,LUT5,SLICE_X100Y181,SLICEM.B6LUT,SLICE_X100Y181,CLBLM_R_X67Y181,273,362,,,,,,1,0
51556,u/s4/ii_s20_i_164__0,LUT3,SLICE_X120Y177,SLICEM.D6LUT,SLICE_X120Y177,CLBLM_L_X82Y177,333,354,,,,,,1,0
51557,u/s4/ii_s20_i_165,LUT5,SLICE_X99Y183,SLICEL.A5LUT,SLICE_X99Y183,CLBLM_L_X66Y183,271,366,,,,,,1,0
51558,u/s4/ii_s20_i_165__0,LUT3,SLICE_X124Y178,SLICEM.A6LUT,SLICE_X124Y178,CLBLM_L_X84Y178,341,356,,,,,,1,0
51559,u/s4/ii_s20_i_166,LUT5,SLICE_X101Y183,SLICEL.B5LUT,SLICE_X101Y183,CLBLM_R_X67Y183,275,366,,,,,,1,0
51560,u/s4/ii_s20_i_166__0,LUT3,SLICE_X120Y178,SLICEM.B6LUT,SLICE_X120Y178,CLBLM_L_X82Y178,333,356,,,,,,1,0
51561,u/s4/ii_s20_i_167,LUT5,SLICE_X100Y183,SLICEM.B5LUT,SLICE_X100Y183,CLBLM_R_X67Y183,273,366,,,,,,1,0
51562,u/s4/ii_s20_i_167__0,LUT6,SLICE_X123Y178,SLICEL.D6LUT,SLICE_X123Y178,CLBLM_R_X83Y178,339,356,,,,,,1,0
51563,u/s4/ii_s20_i_168,LUT5,SLICE_X100Y180,SLICEM.B5LUT,SLICE_X100Y180,CLBLM_R_X67Y180,273,360,,,,,,1,0
51564,u/s4/ii_s20_i_168__0,LUT6,SLICE_X123Y178,SLICEL.C6LUT,SLICE_X123Y178,CLBLM_R_X83Y178,339,356,,,,,,1,0
51565,u/s4/ii_s20_i_169,LUT3,SLICE_X88Y175,SLICEL.C6LUT,SLICE_X88Y175,CLBLL_R_X59Y175,245,350,,,,,,1,0
51566,u/s4/ii_s20_i_169__0,LUT6,SLICE_X123Y178,SLICEL.B6LUT,SLICE_X123Y178,CLBLM_R_X83Y178,339,356,,,,,,1,0
51567,u/s4/ii_s20_i_170,LUT3,SLICE_X93Y175,SLICEL.B6LUT,SLICE_X93Y175,CLBLM_L_X62Y175,255,350,,,,,,1,0
51568,u/s4/ii_s20_i_170__0,LUT6,SLICE_X123Y178,SLICEL.A6LUT,SLICE_X123Y178,CLBLM_R_X83Y178,339,356,,,,,,1,0
51569,u/s4/ii_s20_i_171,LUT3,SLICE_X92Y175,SLICEM.C6LUT,SLICE_X92Y175,CLBLM_L_X62Y175,253,350,,,,,,1,0
51570,u/s4/ii_s20_i_171__0,LUT3,SLICE_X116Y176,SLICEM.A6LUT,SLICE_X116Y176,CLBLM_R_X79Y176,321,352,,,,,,1,0
51571,u/s4/ii_s20_i_172,LUT3,SLICE_X88Y175,SLICEL.D6LUT,SLICE_X88Y175,CLBLL_R_X59Y175,245,350,,,,,,1,0
51572,u/s4/ii_s20_i_172__0,LUT3,SLICE_X124Y177,SLICEM.D6LUT,SLICE_X124Y177,CLBLM_L_X84Y177,341,354,,,,,,1,0
51573,u/s4/ii_s20_i_173,LUT3,SLICE_X115Y176,SLICEL.B6LUT,SLICE_X115Y176,CLBLM_L_X78Y176,319,352,,,,,,1,0
51574,u/s4/ii_s20_i_173__0,LUT3,SLICE_X100Y181,SLICEM.C6LUT,SLICE_X100Y181,CLBLM_R_X67Y181,273,362,,,,,,1,0
51575,u/s4/ii_s20_i_174,LUT5,SLICE_X101Y181,SLICEL.A6LUT,SLICE_X101Y181,CLBLM_R_X67Y181,275,362,,,,,,1,0
51576,u/s4/ii_s20_i_174__0,LUT3,SLICE_X120Y175,SLICEM.C6LUT,SLICE_X120Y175,CLBLM_L_X82Y175,333,350,,,,,,1,0
51577,u/s4/ii_s20_i_175,LUT6,SLICE_X123Y177,SLICEL.D6LUT,SLICE_X123Y177,CLBLM_R_X83Y177,339,354,,,,,,1,0
51578,u/s4/ii_s20_i_175__0,LUT3,SLICE_X99Y181,SLICEL.B6LUT,SLICE_X99Y181,CLBLM_L_X66Y181,271,362,,,,,,1,0
51579,u/s4/ii_s20_i_176,LUT5,SLICE_X101Y181,SLICEL.B6LUT,SLICE_X101Y181,CLBLM_R_X67Y181,275,362,,,,,,1,0
51580,u/s4/ii_s20_i_176__0,LUT6,SLICE_X123Y177,SLICEL.C6LUT,SLICE_X123Y177,CLBLM_R_X83Y177,339,354,,,,,,1,0
51581,u/s4/ii_s20_i_177,CARRY4,SLICE_X104Y175,SLICEM.CARRY4,SLICE_X104Y175,CLBLM_L_X70Y175,285,350,,,,,,1,0
51582,u/s4/ii_s20_i_177__0,LUT6,SLICE_X123Y177,SLICEL.B6LUT,SLICE_X123Y177,CLBLM_R_X83Y177,339,354,,,,,,1,0
51583,u/s4/ii_s20_i_178,CARRY4,SLICE_X99Y176,SLICEL.CARRY4,SLICE_X99Y176,CLBLM_L_X66Y176,271,352,,,,,,1,0
51584,u/s4/ii_s20_i_178__0,LUT6,SLICE_X123Y177,SLICEL.A6LUT,SLICE_X123Y177,CLBLM_R_X83Y177,339,354,,,,,,1,0
51585,u/s4/ii_s20_i_179,LUT3,SLICE_X124Y175,SLICEM.D6LUT,SLICE_X124Y175,CLBLM_L_X84Y175,341,350,,,,,,1,0
51586,u/s4/ii_s20_i_179__0,LUT3,SLICE_X101Y181,SLICEL.C6LUT,SLICE_X101Y181,CLBLM_R_X67Y181,275,362,,,,,,1,0
51587,u/s4/ii_s20_i_180,LUT5,SLICE_X100Y182,SLICEM.A6LUT,SLICE_X100Y182,CLBLM_R_X67Y182,273,364,,,,,,1,0
51588,u/s4/ii_s20_i_180__0,LUT3,SLICE_X120Y175,SLICEM.D6LUT,SLICE_X120Y175,CLBLM_L_X82Y175,333,350,,,,,,1,0
51589,u/s4/ii_s20_i_181,LUT3,SLICE_X116Y175,SLICEM.A6LUT,SLICE_X116Y175,CLBLM_R_X79Y175,321,350,,,,,,1,0
51590,u/s4/ii_s20_i_181__0,LUT3,SLICE_X100Y182,SLICEM.B6LUT,SLICE_X100Y182,CLBLM_R_X67Y182,273,364,,,,,,1,0
51591,u/s4/ii_s20_i_182,LUT5,SLICE_X101Y180,SLICEL.A6LUT,SLICE_X101Y180,CLBLM_R_X67Y180,275,360,,,,,,1,0
51592,u/s4/ii_s20_i_182__0,LUT3,SLICE_X120Y174,SLICEM.C6LUT,SLICE_X120Y174,CLBLM_L_X82Y174,333,348,,,,,,1,0
51593,u/s4/ii_s20_i_183,LUT5,SLICE_X100Y181,SLICEM.A5LUT,SLICE_X100Y181,CLBLM_R_X67Y181,273,362,,,,,,1,0
51594,u/s4/ii_s20_i_183__0,LUT6,SLICE_X123Y176,SLICEL.D6LUT,SLICE_X123Y176,CLBLM_R_X83Y176,339,352,,,,,,1,0
51595,u/s4/ii_s20_i_184,LUT5,SLICE_X100Y181,SLICEM.B5LUT,SLICE_X100Y181,CLBLM_R_X67Y181,273,362,,,,,,1,0
51596,u/s4/ii_s20_i_184__0,LUT6,SLICE_X123Y176,SLICEL.C6LUT,SLICE_X123Y176,CLBLM_R_X83Y176,339,352,,,,,,1,0
51597,u/s4/ii_s20_i_185,LUT5,SLICE_X101Y181,SLICEL.A5LUT,SLICE_X101Y181,CLBLM_R_X67Y181,275,362,,,,,,1,0
51598,u/s4/ii_s20_i_185__0,LUT6,SLICE_X123Y176,SLICEL.B6LUT,SLICE_X123Y176,CLBLM_R_X83Y176,339,352,,,,,,1,0
51599,u/s4/ii_s20_i_186,LUT5,SLICE_X101Y181,SLICEL.B5LUT,SLICE_X101Y181,CLBLM_R_X67Y181,275,362,,,,,,1,0
51600,u/s4/ii_s20_i_186__0,LUT6,SLICE_X123Y176,SLICEL.A6LUT,SLICE_X123Y176,CLBLM_R_X83Y176,339,352,,,,,,1,0
51601,u/s4/ii_s20_i_187,LUT3,SLICE_X88Y174,SLICEL.C6LUT,SLICE_X88Y174,CLBLL_R_X59Y174,245,348,,,,,,1,0
51602,u/s4/ii_s20_i_188,LUT3,SLICE_X87Y174,SLICEL.D6LUT,SLICE_X87Y174,CLBLL_L_X58Y174,243,348,,,,,,1,0
51603,u/s4/ii_s20_i_189,LUT3,SLICE_X88Y174,SLICEL.D6LUT,SLICE_X88Y174,CLBLL_R_X59Y174,245,348,,,,,,1,0
51604,u/s4/ii_s20_i_190,LUT3,SLICE_X87Y173,SLICEL.D6LUT,SLICE_X87Y173,CLBLL_L_X58Y173,243,346,,,,,,1,0
51605,u/s4/ii_s20_i_191,LUT3,SLICE_X101Y180,SLICEL.B6LUT,SLICE_X101Y180,CLBLM_R_X67Y180,275,360,,,,,,1,0
51606,u/s4/ii_s20_i_192,LUT5,SLICE_X101Y179,SLICEL.A6LUT,SLICE_X101Y179,CLBLM_R_X67Y179,275,358,,,,,,1,0
51607,u/s4/ii_s20_i_193,LUT3,SLICE_X101Y180,SLICEL.C6LUT,SLICE_X101Y180,CLBLM_R_X67Y180,275,360,,,,,,1,0
51608,u/s4/ii_s20_i_194,LUT5,SLICE_X100Y179,SLICEM.A6LUT,SLICE_X100Y179,CLBLM_R_X67Y179,273,358,,,,,,1,0
51609,u/s4/ii_s20_i_195,CARRY4,SLICE_X104Y174,SLICEM.CARRY4,SLICE_X104Y174,CLBLM_L_X70Y174,285,348,,,,,,1,0
51610,u/s4/ii_s20_i_196,CARRY4,SLICE_X99Y175,SLICEL.CARRY4,SLICE_X99Y175,CLBLM_L_X66Y175,271,350,,,,,,1,0
51611,u/s4/ii_s20_i_197,LUT3,SLICE_X101Y179,SLICEL.B6LUT,SLICE_X101Y179,CLBLM_R_X67Y179,275,358,,,,,,1,0
51612,u/s4/ii_s20_i_198,LUT5,SLICE_X100Y178,SLICEM.A5LUT,SLICE_X100Y178,CLBLM_R_X67Y178,273,356,,,,,,1,0
51613,u/s4/ii_s20_i_199,LUT3,SLICE_X100Y179,SLICEM.B6LUT,SLICE_X100Y179,CLBLM_R_X67Y179,273,358,,,,,,1,0
51614,u/s4/ii_s20_i_200,LUT5,SLICE_X100Y178,SLICEM.B5LUT,SLICE_X100Y178,CLBLM_R_X67Y178,273,356,,,,,,1,0
51615,u/s4/ii_s20_i_201,LUT5,SLICE_X100Y182,SLICEM.A5LUT,SLICE_X100Y182,CLBLM_R_X67Y182,273,364,,,,,,1,0
51616,u/s4/ii_s20_i_202,LUT5,SLICE_X101Y180,SLICEL.A5LUT,SLICE_X101Y180,CLBLM_R_X67Y180,275,360,,,,,,1,0
51617,u/s4/ii_s20_i_203,LUT5,SLICE_X101Y179,SLICEL.A5LUT,SLICE_X101Y179,CLBLM_R_X67Y179,275,358,,,,,,1,0
51618,u/s4/ii_s20_i_204,LUT5,SLICE_X100Y179,SLICEM.A5LUT,SLICE_X100Y179,CLBLM_R_X67Y179,273,358,,,,,,1,0
51619,u/s4/ii_s20_i_205,LUT3,SLICE_X104Y178,SLICEM.C5LUT,SLICE_X104Y178,CLBLM_L_X70Y178,285,356,,,,,,1,0
51620,u/s4/ii_s20_i_206,LUT3,SLICE_X104Y178,SLICEM.B5LUT,SLICE_X104Y178,CLBLM_L_X70Y178,285,356,,,,,,1,0
51621,u/s4/ii_s20_i_207,LUT3,SLICE_X104Y178,SLICEM.A5LUT,SLICE_X104Y178,CLBLM_L_X70Y178,285,356,,,,,,1,0
51622,u/s4/ii_s20_i_208,LUT3,SLICE_X104Y177,SLICEM.D5LUT,SLICE_X104Y177,CLBLM_L_X70Y177,285,354,,,,,,1,0
51623,u/s4/ii_s20_i_209,LUT4,SLICE_X104Y178,SLICEM.D6LUT,SLICE_X104Y178,CLBLM_L_X70Y178,285,356,,,,,,1,0
51624,u/s4/ii_s20_i_210,LUT4,SLICE_X104Y178,SLICEM.C6LUT,SLICE_X104Y178,CLBLM_L_X70Y178,285,356,,,,,,1,0
51625,u/s4/ii_s20_i_211,LUT4,SLICE_X104Y178,SLICEM.B6LUT,SLICE_X104Y178,CLBLM_L_X70Y178,285,356,,,,,,1,0
51626,u/s4/ii_s20_i_212,LUT4,SLICE_X104Y178,SLICEM.A6LUT,SLICE_X104Y178,CLBLM_L_X70Y178,285,356,,,,,,1,0
51627,u/s4/ii_s20_i_213,LUT3,SLICE_X99Y179,SLICEL.C5LUT,SLICE_X99Y179,CLBLM_L_X66Y179,271,358,,,,,,1,0
51628,u/s4/ii_s20_i_214,LUT3,SLICE_X99Y179,SLICEL.B5LUT,SLICE_X99Y179,CLBLM_L_X66Y179,271,358,,,,,,1,0
51629,u/s4/ii_s20_i_215,LUT3,SLICE_X99Y179,SLICEL.A5LUT,SLICE_X99Y179,CLBLM_L_X66Y179,271,358,,,,,,1,0
51630,u/s4/ii_s20_i_216,LUT3,SLICE_X99Y178,SLICEL.D5LUT,SLICE_X99Y178,CLBLM_L_X66Y178,271,356,,,,,,1,0
51631,u/s4/ii_s20_i_217,LUT4,SLICE_X99Y179,SLICEL.D6LUT,SLICE_X99Y179,CLBLM_L_X66Y179,271,358,,,,,,1,0
51632,u/s4/ii_s20_i_218,LUT4,SLICE_X99Y179,SLICEL.C6LUT,SLICE_X99Y179,CLBLM_L_X66Y179,271,358,,,,,,1,0
51633,u/s4/ii_s20_i_219,LUT4,SLICE_X99Y179,SLICEL.B6LUT,SLICE_X99Y179,CLBLM_L_X66Y179,271,358,,,,,,1,0
51634,u/s4/ii_s20_i_220,LUT4,SLICE_X99Y179,SLICEL.A6LUT,SLICE_X99Y179,CLBLM_L_X66Y179,271,358,,,,,,1,0
51635,u/s4/ii_s20_i_221,CARRY4,SLICE_X99Y180,SLICEL.CARRY4,SLICE_X99Y180,CLBLM_L_X66Y180,271,360,,,,,,1,0
51636,u/s4/ii_s20_i_222,CARRY4,SLICE_X104Y179,SLICEM.CARRY4,SLICE_X104Y179,CLBLM_L_X70Y179,285,358,,,,,,1,0
51637,u/s4/ii_s20_i_223,LUT2,SLICE_X99Y181,SLICEL.A5LUT,SLICE_X99Y181,CLBLM_L_X66Y181,271,362,,,,,,1,0
51638,u/s4/ii_s20_i_224,LUT3,SLICE_X104Y177,SLICEM.C5LUT,SLICE_X104Y177,CLBLM_L_X70Y177,285,354,,,,,,1,0
51639,u/s4/ii_s20_i_225,LUT3,SLICE_X104Y177,SLICEM.B5LUT,SLICE_X104Y177,CLBLM_L_X70Y177,285,354,,,,,,1,0
51640,u/s4/ii_s20_i_226,LUT3,SLICE_X104Y177,SLICEM.A5LUT,SLICE_X104Y177,CLBLM_L_X70Y177,285,354,,,,,,1,0
51641,u/s4/ii_s20_i_227,LUT3,SLICE_X104Y176,SLICEM.D5LUT,SLICE_X104Y176,CLBLM_L_X70Y176,285,352,,,,,,1,0
51642,u/s4/ii_s20_i_228,LUT4,SLICE_X104Y177,SLICEM.D6LUT,SLICE_X104Y177,CLBLM_L_X70Y177,285,354,,,,,,1,0
51643,u/s4/ii_s20_i_229,LUT4,SLICE_X104Y177,SLICEM.C6LUT,SLICE_X104Y177,CLBLM_L_X70Y177,285,354,,,,,,1,0
51644,u/s4/ii_s20_i_230,LUT4,SLICE_X104Y177,SLICEM.B6LUT,SLICE_X104Y177,CLBLM_L_X70Y177,285,354,,,,,,1,0
51645,u/s4/ii_s20_i_231,LUT4,SLICE_X104Y177,SLICEM.A6LUT,SLICE_X104Y177,CLBLM_L_X70Y177,285,354,,,,,,1,0
51646,u/s4/ii_s20_i_232,LUT3,SLICE_X99Y178,SLICEL.C5LUT,SLICE_X99Y178,CLBLM_L_X66Y178,271,356,,,,,,1,0
51647,u/s4/ii_s20_i_233,LUT3,SLICE_X99Y178,SLICEL.B5LUT,SLICE_X99Y178,CLBLM_L_X66Y178,271,356,,,,,,1,0
51648,u/s4/ii_s20_i_234,LUT3,SLICE_X99Y178,SLICEL.A5LUT,SLICE_X99Y178,CLBLM_L_X66Y178,271,356,,,,,,1,0
51649,u/s4/ii_s20_i_235,LUT3,SLICE_X99Y177,SLICEL.D5LUT,SLICE_X99Y177,CLBLM_L_X66Y177,271,354,,,,,,1,0
51650,u/s4/ii_s20_i_236,LUT4,SLICE_X99Y178,SLICEL.D6LUT,SLICE_X99Y178,CLBLM_L_X66Y178,271,356,,,,,,1,0
51651,u/s4/ii_s20_i_237,LUT4,SLICE_X99Y178,SLICEL.C6LUT,SLICE_X99Y178,CLBLM_L_X66Y178,271,356,,,,,,1,0
51652,u/s4/ii_s20_i_238,LUT4,SLICE_X99Y178,SLICEL.B6LUT,SLICE_X99Y178,CLBLM_L_X66Y178,271,356,,,,,,1,0
51653,u/s4/ii_s20_i_239,LUT4,SLICE_X99Y178,SLICEL.A6LUT,SLICE_X99Y178,CLBLM_L_X66Y178,271,356,,,,,,1,0
51654,u/s4/ii_s20_i_240,LUT3,SLICE_X104Y176,SLICEM.C5LUT,SLICE_X104Y176,CLBLM_L_X70Y176,285,352,,,,,,1,0
51655,u/s4/ii_s20_i_241,LUT3,SLICE_X104Y176,SLICEM.B5LUT,SLICE_X104Y176,CLBLM_L_X70Y176,285,352,,,,,,1,0
51656,u/s4/ii_s20_i_242,LUT3,SLICE_X104Y176,SLICEM.A5LUT,SLICE_X104Y176,CLBLM_L_X70Y176,285,352,,,,,,1,0
51657,u/s4/ii_s20_i_243,LUT3,SLICE_X104Y175,SLICEM.D5LUT,SLICE_X104Y175,CLBLM_L_X70Y175,285,350,,,,,,1,0
51658,u/s4/ii_s20_i_244,LUT4,SLICE_X104Y176,SLICEM.D6LUT,SLICE_X104Y176,CLBLM_L_X70Y176,285,352,,,,,,1,0
51659,u/s4/ii_s20_i_245,LUT4,SLICE_X104Y176,SLICEM.C6LUT,SLICE_X104Y176,CLBLM_L_X70Y176,285,352,,,,,,1,0
51660,u/s4/ii_s20_i_246,LUT4,SLICE_X104Y176,SLICEM.B6LUT,SLICE_X104Y176,CLBLM_L_X70Y176,285,352,,,,,,1,0
51661,u/s4/ii_s20_i_247,LUT4,SLICE_X104Y176,SLICEM.A6LUT,SLICE_X104Y176,CLBLM_L_X70Y176,285,352,,,,,,1,0
51662,u/s4/ii_s20_i_248,LUT3,SLICE_X99Y177,SLICEL.C5LUT,SLICE_X99Y177,CLBLM_L_X66Y177,271,354,,,,,,1,0
51663,u/s4/ii_s20_i_249,LUT3,SLICE_X99Y177,SLICEL.B5LUT,SLICE_X99Y177,CLBLM_L_X66Y177,271,354,,,,,,1,0
51664,u/s4/ii_s20_i_250,LUT3,SLICE_X99Y177,SLICEL.A5LUT,SLICE_X99Y177,CLBLM_L_X66Y177,271,354,,,,,,1,0
51665,u/s4/ii_s20_i_251,LUT3,SLICE_X99Y176,SLICEL.D5LUT,SLICE_X99Y176,CLBLM_L_X66Y176,271,352,,,,,,1,0
51666,u/s4/ii_s20_i_252,LUT4,SLICE_X99Y177,SLICEL.D6LUT,SLICE_X99Y177,CLBLM_L_X66Y177,271,354,,,,,,1,0
51667,u/s4/ii_s20_i_253,LUT4,SLICE_X99Y177,SLICEL.C6LUT,SLICE_X99Y177,CLBLM_L_X66Y177,271,354,,,,,,1,0
51668,u/s4/ii_s20_i_254,LUT4,SLICE_X99Y177,SLICEL.B6LUT,SLICE_X99Y177,CLBLM_L_X66Y177,271,354,,,,,,1,0
51669,u/s4/ii_s20_i_255,LUT4,SLICE_X99Y177,SLICEL.A6LUT,SLICE_X99Y177,CLBLM_L_X66Y177,271,354,,,,,,1,0
51670,u/s4/ii_s20_i_256,LUT3,SLICE_X104Y175,SLICEM.C5LUT,SLICE_X104Y175,CLBLM_L_X70Y175,285,350,,,,,,1,0
51671,u/s4/ii_s20_i_257,LUT3,SLICE_X104Y175,SLICEM.B5LUT,SLICE_X104Y175,CLBLM_L_X70Y175,285,350,,,,,,1,0
51672,u/s4/ii_s20_i_258,LUT3,SLICE_X104Y175,SLICEM.A5LUT,SLICE_X104Y175,CLBLM_L_X70Y175,285,350,,,,,,1,0
51673,u/s4/ii_s20_i_259,LUT3,SLICE_X104Y174,SLICEM.D5LUT,SLICE_X104Y174,CLBLM_L_X70Y174,285,348,,,,,,1,0
51674,u/s4/ii_s20_i_260,LUT4,SLICE_X104Y175,SLICEM.D6LUT,SLICE_X104Y175,CLBLM_L_X70Y175,285,350,,,,,,1,0
51675,u/s4/ii_s20_i_261,LUT4,SLICE_X104Y175,SLICEM.C6LUT,SLICE_X104Y175,CLBLM_L_X70Y175,285,350,,,,,,1,0
51676,u/s4/ii_s20_i_262,LUT4,SLICE_X104Y175,SLICEM.B6LUT,SLICE_X104Y175,CLBLM_L_X70Y175,285,350,,,,,,1,0
51677,u/s4/ii_s20_i_263,LUT4,SLICE_X104Y175,SLICEM.A6LUT,SLICE_X104Y175,CLBLM_L_X70Y175,285,350,,,,,,1,0
51678,u/s4/ii_s20_i_264,LUT3,SLICE_X99Y176,SLICEL.C5LUT,SLICE_X99Y176,CLBLM_L_X66Y176,271,352,,,,,,1,0
51679,u/s4/ii_s20_i_265,LUT3,SLICE_X99Y176,SLICEL.B5LUT,SLICE_X99Y176,CLBLM_L_X66Y176,271,352,,,,,,1,0
51680,u/s4/ii_s20_i_266,LUT3,SLICE_X99Y176,SLICEL.A5LUT,SLICE_X99Y176,CLBLM_L_X66Y176,271,352,,,,,,1,0
51681,u/s4/ii_s20_i_267,LUT3,SLICE_X99Y175,SLICEL.D5LUT,SLICE_X99Y175,CLBLM_L_X66Y175,271,350,,,,,,1,0
51682,u/s4/ii_s20_i_268,LUT4,SLICE_X99Y176,SLICEL.D6LUT,SLICE_X99Y176,CLBLM_L_X66Y176,271,352,,,,,,1,0
51683,u/s4/ii_s20_i_269,LUT4,SLICE_X99Y176,SLICEL.C6LUT,SLICE_X99Y176,CLBLM_L_X66Y176,271,352,,,,,,1,0
51684,u/s4/ii_s20_i_270,LUT4,SLICE_X99Y176,SLICEL.B6LUT,SLICE_X99Y176,CLBLM_L_X66Y176,271,352,,,,,,1,0
51685,u/s4/ii_s20_i_271,LUT4,SLICE_X99Y176,SLICEL.A6LUT,SLICE_X99Y176,CLBLM_L_X66Y176,271,352,,,,,,1,0
51686,u/s4/ii_s20_i_272,LUT3,SLICE_X104Y174,SLICEM.C5LUT,SLICE_X104Y174,CLBLM_L_X70Y174,285,348,,,,,,1,0
51687,u/s4/ii_s20_i_273,LUT3,SLICE_X104Y174,SLICEM.B5LUT,SLICE_X104Y174,CLBLM_L_X70Y174,285,348,,,,,,1,0
51688,u/s4/ii_s20_i_274,LUT3,SLICE_X104Y174,SLICEM.A5LUT,SLICE_X104Y174,CLBLM_L_X70Y174,285,348,,,,,,1,0
51689,u/s4/ii_s20_i_275,LUT3,SLICE_X104Y173,SLICEM.D5LUT,SLICE_X104Y173,CLBLM_L_X70Y173,285,346,,,,,,1,0
51690,u/s4/ii_s20_i_276,LUT4,SLICE_X104Y174,SLICEM.D6LUT,SLICE_X104Y174,CLBLM_L_X70Y174,285,348,,,,,,1,0
51691,u/s4/ii_s20_i_277,LUT4,SLICE_X104Y174,SLICEM.C6LUT,SLICE_X104Y174,CLBLM_L_X70Y174,285,348,,,,,,1,0
51692,u/s4/ii_s20_i_278,LUT4,SLICE_X104Y174,SLICEM.B6LUT,SLICE_X104Y174,CLBLM_L_X70Y174,285,348,,,,,,1,0
51693,u/s4/ii_s20_i_279,LUT4,SLICE_X104Y174,SLICEM.A6LUT,SLICE_X104Y174,CLBLM_L_X70Y174,285,348,,,,,,1,0
51694,u/s4/ii_s20_i_27__0,CARRY4,SLICE_X98Y179,SLICEM.CARRY4,SLICE_X98Y179,CLBLM_L_X66Y179,269,358,,,,,,1,0
51695,u/s4/ii_s20_i_27__1,CARRY4,SLICE_X125Y181,SLICEL.CARRY4,SLICE_X125Y181,CLBLM_L_X84Y181,343,362,,,,,,1,0
51696,u/s4/ii_s20_i_27__2,CARRY4,SLICE_X99Y170,SLICEL.CARRY4,SLICE_X99Y170,CLBLM_L_X66Y170,271,340,,,,,,1,0
51697,u/s4/ii_s20_i_280,LUT3,SLICE_X99Y175,SLICEL.C5LUT,SLICE_X99Y175,CLBLM_L_X66Y175,271,350,,,,,,1,0
51698,u/s4/ii_s20_i_281,LUT3,SLICE_X99Y175,SLICEL.B5LUT,SLICE_X99Y175,CLBLM_L_X66Y175,271,350,,,,,,1,0
51699,u/s4/ii_s20_i_282,LUT3,SLICE_X99Y175,SLICEL.A5LUT,SLICE_X99Y175,CLBLM_L_X66Y175,271,350,,,,,,1,0
51700,u/s4/ii_s20_i_283,LUT3,SLICE_X99Y174,SLICEL.D5LUT,SLICE_X99Y174,CLBLM_L_X66Y174,271,348,,,,,,1,0
51701,u/s4/ii_s20_i_284,LUT4,SLICE_X99Y175,SLICEL.D6LUT,SLICE_X99Y175,CLBLM_L_X66Y175,271,350,,,,,,1,0
51702,u/s4/ii_s20_i_285,LUT4,SLICE_X99Y175,SLICEL.C6LUT,SLICE_X99Y175,CLBLM_L_X66Y175,271,350,,,,,,1,0
51703,u/s4/ii_s20_i_286,LUT4,SLICE_X99Y175,SLICEL.B6LUT,SLICE_X99Y175,CLBLM_L_X66Y175,271,350,,,,,,1,0
51704,u/s4/ii_s20_i_287,LUT4,SLICE_X99Y175,SLICEL.A6LUT,SLICE_X99Y175,CLBLM_L_X66Y175,271,350,,,,,,1,0
51705,u/s4/ii_s20_i_288,LUT3,SLICE_X99Y180,SLICEL.A5LUT,SLICE_X99Y180,CLBLM_L_X66Y180,271,360,,,,,,1,0
51706,u/s4/ii_s20_i_289,LUT3,SLICE_X99Y179,SLICEL.D5LUT,SLICE_X99Y179,CLBLM_L_X66Y179,271,358,,,,,,1,0
51707,u/s4/ii_s20_i_28__0,CARRY4,SLICE_X89Y178,SLICEL.CARRY4,SLICE_X89Y178,CLBLL_R_X59Y178,247,356,,,,,,1,0
51708,u/s4/ii_s20_i_28__1,CARRY4,SLICE_X106Y180,SLICEM.CARRY4,SLICE_X106Y180,CLBLM_L_X72Y180,293,360,,,,,,1,0
51709,u/s4/ii_s20_i_28__2,CARRY4,SLICE_X92Y171,SLICEM.CARRY4,SLICE_X92Y171,CLBLM_L_X62Y171,253,342,,,,,,1,0
51710,u/s4/ii_s20_i_28__3,CARRY4,SLICE_X121Y190,SLICEL.CARRY4,SLICE_X121Y190,CLBLM_L_X82Y190,335,380,,,,,,1,0
51711,u/s4/ii_s20_i_290,LUT6,SLICE_X99Y180,SLICEL.C6LUT,SLICE_X99Y180,CLBLM_L_X66Y180,271,360,,,,,,1,0
51712,u/s4/ii_s20_i_291,LUT4,SLICE_X99Y180,SLICEL.B6LUT,SLICE_X99Y180,CLBLM_L_X66Y180,271,360,,,,,,1,0
51713,u/s4/ii_s20_i_292,LUT4,SLICE_X99Y180,SLICEL.A6LUT,SLICE_X99Y180,CLBLM_L_X66Y180,271,360,,,,,,1,0
51714,u/s4/ii_s20_i_293,LUT3,SLICE_X104Y179,SLICEM.A5LUT,SLICE_X104Y179,CLBLM_L_X70Y179,285,358,,,,,,1,0
51715,u/s4/ii_s20_i_294,LUT3,SLICE_X104Y178,SLICEM.D5LUT,SLICE_X104Y178,CLBLM_L_X70Y178,285,356,,,,,,1,0
51716,u/s4/ii_s20_i_295,LUT6,SLICE_X104Y179,SLICEM.C6LUT,SLICE_X104Y179,CLBLM_L_X70Y179,285,358,,,,,,1,0
